"Data da Arrecadacao";"Conta";"Descricao da Conta";"Vinculo";"Descricao do Vinculo";"Valor Arrecadado";"Entidade"
"26/06/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2051,46";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"963,08";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"763,82";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1594,10";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"69,30";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"54,96";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"114,71";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"49,24";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"39,05";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/07/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"81,51";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"308,88";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"244,98";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"01/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"511,29";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"26,79";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"21,25";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/08/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"44,36";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/12/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"992,04";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/12/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150010020000";" Recursos nao vinculados de Impostos - Saude";"786,78";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/12/2025";"4111253020000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Multas e Juros";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1642,03";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"02/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1607,39";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"02/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1274,82";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"02/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2660,55";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"507,23";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"402,28";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"839,57";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"4096,37";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"3248,84";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"6780,22";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"08/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1081,94";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"08/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"858,09";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"08/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1790,81";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"09/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"176,41";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"09/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"139,91";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"09/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"292,02";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"479,52";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"380,31";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"793,71";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1329,72";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1054,61";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2200,94";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1514,42";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1201,09";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2506,64";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"15/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"784,96";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"15/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"622,54";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"15/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1299,26";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"13,84";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"10,97";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"16/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"22,92";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"20/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"827,61";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"20/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"656,38";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"20/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1369,86";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1295,16";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1027,20";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"21/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2143,74";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"22/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"321,90";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"22/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"255,30";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"22/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"532,80";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"23/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"621,59";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"23/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"492,98";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"23/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1028,86";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"27/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"879,87";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"27/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"697,83";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"27/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1456,36";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"28/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"652,31";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"28/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"517,35";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"28/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1079,70";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"29/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"349,79";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"29/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"277,42";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"29/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"578,99";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"30/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"380,22";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"30/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"301,55";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"30/01/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"629,34";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"863,32";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"684,70";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"03/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1428,96";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"04/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"238,88";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"04/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"189,45";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"04/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"395,40";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"05/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1002,62";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"05/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"795,18";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"05/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1659,56";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"06/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"906,25";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"06/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"718,75";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"06/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"1500,00";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"2073,14";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1644,21";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"07/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"3431,44";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"42,59";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"33,78";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"10/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"70,50";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"11/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"206,05";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"11/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"163,42";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"11/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"341,07";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1588,92";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1260,17";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"12/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2629,96";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"95,70";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"75,90";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"13/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"158,40";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"1335,55";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"1059,23";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"14/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"2210,57";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"17/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"348,95";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"17/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"276,75";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"17/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"577,58";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010010000";" Recursos nao vinculados de Impostos - Educacao";"337,81";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150010020000";" Recursos nao vinculados de Impostos - Saude";"267,92";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
"18/02/2025";"4111253030000000000";"impostos sobre transmissao "inter vivos" de bens imoveis e de direitos reais sobre imoveis - Divida Ativa";"150070000000";" Recursos nao vinculados de Impostos - Ordinarios";"559,14";"MUNICIPIO DE RIO DO SUL - PREFEITURA"
